STRUCTURE,STRUCTURE_ID,freq,unit,facility,icha_hp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2015,184344.24,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2016,185861.01,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2017,195666.73,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2018,201507.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2019,224912.80,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2020,228001.52,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,FR,2021,225881.01,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2008,165803.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2010,195288.73,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2012,164194.69,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2013,151945.52,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2014,136647.18,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2015,131499.77,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2016,134594.87,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2017,147494.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2018,163634.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2019,156430.98,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2020,168635.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,HR,2021,164555.42,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2008,187064.31,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2009,156392.24,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2010,157246.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2011,157933.93,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2012,153317.77,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2013,154127.18,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2014,160611.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2015,167927.02,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2016,169833.38,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2017,171692.41,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2018,211622.43,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2019,170149.66,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2020,171909.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2021,173557.38,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IE,2022,174482.90,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2000,93735.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2001,94989.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2002,95841.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2003,96506.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2004,97357.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2005,98911.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2006,101260.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2007,103855.17,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2008,105804.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2009,106166.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2010,106013.67,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2011,319013.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2012,320716.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2013,323764.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2014,327385.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2015,165407.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2016,167719.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2017,171699.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2018,176360.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2019,180281.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IS,2020,183231.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,1997,123944.16,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,1998,114963.12,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,1999,105596.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2000,99202.28,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2001,101197.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2002,98718.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2003,100197.91,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2004,108635.27,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2005,115477.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2006,112247.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2007,119505.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2008,124107.03,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2009,122859.39,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2010,125322.23,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2011,122179.94,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2012,124821.21,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2013,137207.17,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2014,145428.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2015,158152.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2016,168409.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2017,163171.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2018,172350.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2019,166841.01,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2020,169341.45,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,IT,2021,174434.14,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2006,1089969.67,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2007,1077098.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2008,799557.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2009,632583.20,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2010,387160.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2011,336457.17,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2012,331974.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2013,328632.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2014,325818.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2015,322767.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2016,318692.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2017,353550.31,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2018,350192.81,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2019,349267.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2020,349360.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LT,2021,311204.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2005,66451.14,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2006,59079.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2007,59999.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2008,54294.39,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2009,55309.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2010,56328.11,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2011,57594.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2012,58994.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2013,67919.94,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2014,69539.88,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2015,71200.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2016,83351.14,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2017,85190.86,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2018,86849.93,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2019,88571.57,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2020,90059.86,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2021,91437.64,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LU,2022,80674.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2003,762651.67,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2004,1131561.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2005,746266.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2006,554589.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2007,550081.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2008,362887.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2009,535417.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2010,349592.42,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2011,343284.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2012,339053.17,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2013,335441.08,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2014,398756.40,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2015,395505.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2016,391907.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2017,323707.92,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2018,321195.58,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2019,318970.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2020,380089.80,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,LV,2021,376898.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2004,200633.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2005,201916.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2006,202653.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2007,101681.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2008,102344.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2009,103119.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2010,103627.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2011,104066.88,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2012,140009.17,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2013,212983.25,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2014,217278.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2015,222526.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2016,227678.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2017,233999.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2018,242315.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2019,252030.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2020,257666.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,MT,2021,259267.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2007,126013.04,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2008,96173.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2009,93922.66,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2010,92823.43,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2011,93257.39,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2012,96292.88,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2013,108415.69,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2014,105406.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2015,122753.07,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2016,120782.37,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2017,128806.73,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2018,122210.10,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2019,134456.39,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2020,145345.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,NL,2021,134869.57,p
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2011,346029.59,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2012,355730.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2013,336638.90,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2014,311571.60,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2015,281380.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2016,296641.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2017,299014.37,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2018,313840.90,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2019,296605.27,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2020,278669.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PL,2021,294899.41,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2011,351918.65,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2012,350494.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2013,373474.82,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2014,358657.29,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2015,357175.03,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2016,344181.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2017,332267.74,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2018,342794.07,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2019,293893.23,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2020,286030.01,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,PT,2021,279058.03,p
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2005,1065984.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2006,921467.80,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2007,803191.60,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2008,789918.27,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2009,925794.84,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2010,778725.81,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2011,805901.10,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2012,716358.39,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2013,768603.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2014,765729.96,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2015,707700.57,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2016,679388.52,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2017,612147.34,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2018,695498.91,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2019,587019.64,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2020,602039.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RO,2021,682930.66,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2012,342813.19,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2013,341149.14,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2014,339551.24,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2015,322517.39,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2016,336110.57,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2017,334326.57,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2018,349130.20,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2019,315692.48,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2020,299962.00,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,RS,2021,310651.18,d
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2015,130655.81,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2016,127219.04,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2017,135914.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2018,139386.49,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2019,140806.67,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2020,136229.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2021,160243.24,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SE,2022,163317.59,p
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2004,166417.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2005,153882.62,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2006,154374.42,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2007,143594.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2008,144379.68,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2009,127479.31,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2010,120504.85,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2011,120755.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2012,121009.32,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2013,121173.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2014,121292.91,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,GAMMA,HP1,SI,2015,121384.18,
