STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,quant_inc,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,FR,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,HR,2014,10.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,HR,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,HU,2014,23.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,HU,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IE,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IE,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IS,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IS,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IT,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,IT,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LT,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LT,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LU,2014,16.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LU,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LV,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,LV,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,MT,2014,18.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,MT,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,NL,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,NO,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,NO,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,PL,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,PL,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,PT,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,PT,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,RO,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,RO,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,RS,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SE,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SE,2019,20.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SI,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SI,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SK,2014,10.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,SK,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,TR,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,TR,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-54,UK,2014,24.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,AT,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,AT,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,BE,2019,20.5,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,BG,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,BG,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,CY,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,CY,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,CZ,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,CZ,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,DE,2014,17.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,DE,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,DK,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,DK,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EE,2014,15.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EE,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EL,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EL,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,ES,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,ES,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EU27_2020,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EU27_2020,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,EU28,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,FI,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,FI,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,FR,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,FR,2019,19.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,HR,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,HR,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,HU,2014,26.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,HU,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IE,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IE,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IS,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IS,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IT,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,IT,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LT,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LT,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LU,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LU,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LV,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,LV,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,MT,2014,15.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,MT,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,NL,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,NO,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,NO,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,PL,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,PL,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,PT,2014,17.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,PT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,RO,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,RO,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,RS,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SE,2014,19.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SE,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SI,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SI,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SK,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,SK,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,TR,2014,8.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,TR,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y45-64,UK,2014,25.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,AT,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,AT,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,BE,2019,19.9,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,BG,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,BG,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,CY,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,CY,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,CZ,2014,12.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,CZ,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,DE,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,DE,2019,18.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,DK,2014,12.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,DK,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EE,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EE,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EL,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EL,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,ES,2014,18.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,ES,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EU27_2020,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EU27_2020,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,EU28,2014,14.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,FI,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,FI,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,FR,2014,18.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,FR,2019,19.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,HR,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,HR,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,HU,2014,27.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,HU,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IE,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IE,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IS,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IS,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IT,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,IT,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LT,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LT,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LU,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LU,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LV,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,LV,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,MT,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,MT,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,NL,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,NO,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,NO,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,PL,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,PL,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,PT,2014,20.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,PT,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,RO,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,RO,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,RS,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SE,2014,25.3,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SE,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SI,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SI,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SK,2014,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,SK,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,TR,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,TR,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y55-64,UK,2014,27.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,AT,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,AT,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,BE,2019,7.3,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,BG,2014,13.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,BG,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,CY,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,CY,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,CZ,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,CZ,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,DE,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,DE,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,DK,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,DK,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EE,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EE,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EL,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EL,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,ES,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,ES,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EU27_2020,2014,9.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EU27_2020,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,EU28,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,FI,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,FI,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,FR,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,FR,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,HR,2014,16.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,HR,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,HU,2014,19.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,HU,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IE,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IE,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IS,2014,16.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IS,2019,16.6,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IT,2014,7.9,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,IT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LT,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LT,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LU,2014,7.9,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LU,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LV,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,LV,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,MT,2014,10.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,MT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,NL,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,NO,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,NO,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,PL,2014,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,PL,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,PT,2014,21.8,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,PT,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,RO,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,RO,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,RS,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,SE,2014,11.7,u
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,SE,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,SI,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,SI,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_MH1I(1.0),A,PC,DPR,QU1,T,Y65-74,SK,2014,4.6,u
