STRUCTURE,STRUCTURE_ID,freq,duration,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,CY,2013,39.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,CY,2020,31.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,CZ,2007,83.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,CZ,2013,49.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,CZ,2020,46.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,DE,2007,61.2,du
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,DE,2013,36.2,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,DK,2007,53.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,DK,2013,44.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,DK,2020,39.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EA19,2007,28.4,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EA19,2013,37.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EA19,2020,40.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EE,2007,48.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EE,2013,42.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EE,2020,45.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EL,2007,25.6,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EL,2013,16.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EL,2020,30.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,ES,2007,58.2,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,ES,2013,46.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,ES,2020,39.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EU27_2020,2007,30.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EU27_2020,2013,38.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EU27_2020,2020,34.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EU28,2007,31.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,EU28,2013,39.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FI,2007,34.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FI,2013,9.0,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FI,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FR,2007,14.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FR,2013,38.7,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,FR,2020,44.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HR,2007,40.6,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HR,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HR,2020,25.2,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HU,2007,22.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HU,2013,61.9,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,HU,2020,54.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IE,2007,46.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IE,2013,40.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IE,2020,46.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IS,2007,53.8,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IS,2020,54.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IT,2007,34.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IT,2013,31.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,IT,2020,34.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LT,2007,68.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LT,2013,46.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LT,2020,62.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LU,2007,56.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LU,2013,67.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LU,2020,50.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LV,2007,57.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LV,2013,46.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,LV,2020,49.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,MT,2007,37.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,MT,2013,45.7,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,MT,2020,41.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,NL,2007,54.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,NL,2020,49.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,NO,2007,42.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,NO,2013,40.3,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,NO,2020,41.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PL,2007,29.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PL,2013,42.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PL,2020,22.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PT,2007,30.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PT,2013,44.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,PT,2020,43.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,RO,2007,45.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,RO,2013,88.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,RO,2020,55.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SE,2007,29.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SE,2013,24.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SE,2020,28.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SI,2007,,du
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SI,2013,39.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SI,2020,39.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SK,2007,64.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SK,2013,46.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,SK,2020,41.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,TR,2013,31.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,UK,2007,50.8,du
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-64,PC_PER_HPB,UK,2013,43.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,AT,2020,5.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,BE,2020,3.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,BG,2020,1.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,CH,2020,4.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,CY,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,CZ,2020,2.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,DE,2020,3.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,DK,2020,2.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,EA19,2020,2.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,EE,2020,2.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,EL,2020,0.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,ES,2020,2.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,EU27_2020,2020,3.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,FI,2020,1.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,FR,2020,3.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,HR,2020,1.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,HU,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,IE,2020,1.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,IS,2020,4.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,IT,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,LT,2020,1.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,LU,2020,5.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,LV,2020,2.6,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,MT,2020,1.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,NL,2020,3.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,NO,2020,4.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,PL,2020,7.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,PT,2020,2.7,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,RO,2020,2.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,SE,2020,5.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,SI,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_EMP_PREEMP,SK,2020,2.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,AT,2020,42.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,BE,2020,42.8,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,BG,2020,23.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,CH,2020,36.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,CY,2020,27.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,CZ,2020,42.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,DK,2020,39.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,EA19,2020,40.0,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,EE,2020,42.9,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,EL,2020,32.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,ES,2020,38.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,EU27_2020,2020,33.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,FI,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,FR,2020,41.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,HR,2020,22.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,HU,2020,59.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,IE,2020,46.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,IS,2020,55.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,IT,2020,36.4,u
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,LT,2020,64.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,LU,2020,51.2,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,LV,2020,48.4,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,MT,2020,41.0,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,NL,2020,52.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,NO,2020,41.5,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,PL,2020,20.3,d
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,PT,2020,42.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,RO,2020,62.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,SE,2020,28.3,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,SI,2020,39.1,
dataflow,ESTAT:HSW_PB3(1.0),A,D_GE4,Y15-74,PC_PER_HPB,SK,2020,36.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,AT,2020,3.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,BE,2020,3.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,BG,2020,0.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,CH,2020,2.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,CY,2020,0.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,CZ,2020,1.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,DE,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,DK,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,EA19,2020,1.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,EE,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,EL,2020,0.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,ES,2020,1.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,EU27_2020,2020,1.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,FI,2020,1.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,FR,2020,2.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,HR,2020,0.7,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,HU,2020,1.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,IE,2020,0.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,IS,2020,2.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,IT,2020,0.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,LT,2020,0.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,LU,2020,2.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,LV,2020,1.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,MT,2020,0.4,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,NL,2020,2.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,NO,2020,3.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,PL,2020,2.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,PT,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,RO,2020,0.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,SE,2020,3.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,SI,2020,1.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_EMP_PREEMP,SK,2020,1.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,AT,2007,28.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,AT,2013,26.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,AT,2020,25.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BE,2007,34.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BE,2013,30.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BE,2020,31.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BG,2007,22.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BG,2013,21.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,BG,2020,19.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CH,2013,25.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CH,2020,23.4,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CY,2007,25.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CY,2013,17.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CY,2020,17.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CZ,2007,32.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CZ,2013,27.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,CZ,2020,23.9,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,DE,2007,22.5,du
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,DE,2013,17.1,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,DK,2007,31.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,DK,2013,22.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,DK,2020,21.6,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EA19,2007,14.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EA19,2013,20.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EA19,2020,24.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EE,2007,23.7,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EE,2013,22.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EE,2020,31.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EL,2007,11.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EL,2013,9.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EL,2020,16.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,ES,2007,40.8,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,ES,2013,33.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,ES,2020,27.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EU27_2020,2007,14.9,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EU27_2020,2013,22.1,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EU27_2020,2020,18.7,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EU28,2007,15.5,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,EU28,2013,22.3,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FI,2007,17.4,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FI,2013,9.0,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FI,2020,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FR,2007,7.0,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FR,2013,21.9,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,FR,2020,24.5,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HR,2007,22.4,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HR,2013,,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HR,2020,13.1,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HU,2007,7.1,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HU,2013,49.3,u
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,HU,2020,41.0,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IE,2007,27.4,d
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IE,2013,21.8,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IE,2020,31.2,
dataflow,ESTAT:HSW_PB3(1.0),A,M_GE1,Y15-64,PC_PER_HPB,IS,2007,23.8,u
