STRUCTURE,STRUCTURE_ID,freq,unit,duration,bmi,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE18,SE,2019,25.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE18,SI,2019,45.7,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE18,SK,2019,43.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE18,TR,2019,82.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,AT,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,BE,2019,50.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,BG,2019,90.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,CY,2019,61.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,CZ,2019,70.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,DE,2019,35.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,DK,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,EE,2019,63.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,EL,2019,89.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,ES,2019,60.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,EU27_2020,2019,57.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,FR,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,HR,2019,75.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,HU,2019,53.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,IE,2019,59.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,IS,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,IT,2019,73.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,LT,2019,69.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,LU,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,LV,2019,68.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,MT,2019,84.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,NL,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,NO,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,PL,2019,68.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,PT,2019,75.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,RO,2019,90.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,RS,2019,73.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,SE,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,SI,2019,65.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,SK,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE65,TR,2019,90.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,AT,2019,51.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,BE,2019,54.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,BG,2019,92.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,CY,2019,70.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,CZ,2019,81.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,DE,2019,39.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,DK,2019,32.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,EE,2019,69.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,EL,2019,90.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,ES,2019,69.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,EU27_2020,2019,63.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,FR,2019,67.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,HR,2019,85.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,HU,2019,69.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,IE,2019,60.2,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,IS,2019,45.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,IT,2019,77.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,LT,2019,70.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,LU,2019,40.5,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,LV,2019,79.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,MT,2019,85.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,NL,2019,34.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,NO,2019,22.5,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,PL,2019,77.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,PT,2019,80.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,RO,2019,94.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,RS,2019,78.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,SE,2019,41.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,SI,2019,71.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,SK,2019,74.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,M,Y_GE75,TR,2019,93.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,AT,2019,34.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,BE,2019,50.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,BG,2019,84.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,CY,2019,65.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,CZ,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,DE,2019,27.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,DK,2019,18.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,EE,2019,48.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,EL,2019,73.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,ES,2019,50.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,EU27_2020,2019,50.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,FR,2019,52.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,HR,2019,65.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,HU,2019,41.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,IE,2019,45.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,IS,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,IT,2019,68.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,LT,2019,63.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,LU,2019,36.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,LV,2019,54.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,MT,2019,71.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,NL,2019,25.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,NO,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,PL,2019,57.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,PT,2019,67.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,RO,2019,86.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,RS,2019,69.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,SE,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,SI,2019,50.5,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,SK,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,TOTAL,TR,2019,87.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,AT,2019,25.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,BE,2019,46.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,BG,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,CY,2019,72.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,CZ,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,DE,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,DK,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,EE,2019,24.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,EL,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,ES,2019,38.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,EU27_2020,2019,32.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,FR,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,HR,2019,49.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,HU,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,IE,2019,28.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,IS,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,IT,2019,54.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,LT,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,LU,2019,22.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,LV,2019,34.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,MT,2019,61.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,NL,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,NO,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,PL,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,PT,2019,39.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,RO,2019,64.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,RS,2019,51.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,SE,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,SI,2019,24.4,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,SK,2019,32.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-24,TR,2019,76.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,AT,2019,29.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,BE,2019,45.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,BG,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,CY,2019,69.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,CZ,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,DE,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,DK,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,EE,2019,28.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,EL,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,ES,2019,35.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,EU27_2020,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,FR,2019,42.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,HR,2019,48.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,HU,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,IE,2019,27.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,IS,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,IT,2019,54.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,LT,2019,45.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,LU,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,LV,2019,38.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,MT,2019,59.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,NL,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,NO,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,PL,2019,39.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,PT,2019,49.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,RO,2019,70.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,RS,2019,54.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,SE,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,SI,2019,26.5,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,SK,2019,36.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-29,TR,2019,79.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,AT,2019,30.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,BE,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,BG,2019,79.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,CY,2019,64.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,CZ,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,DE,2019,23.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,DK,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,EE,2019,42.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,EL,2019,65.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,ES,2019,46.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,EU27_2020,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,FR,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,HR,2019,55.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,HU,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,IE,2019,42.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,IS,2019,23.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,IT,2019,64.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,LT,2019,59.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,LU,2019,34.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,LV,2019,50.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,MT,2019,67.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,NL,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,NO,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,PL,2019,51.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,PT,2019,62.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,RO,2019,83.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,RS,2019,65.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,SE,2019,23.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,SI,2019,41.9,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,SK,2019,43.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y15-64,TR,2019,86.7,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,AT,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,BE,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,BG,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,CY,2019,74.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,CZ,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,DE,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,DK,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,EE,2019,29.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,EL,2019,28.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,ES,2019,40.3,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,EU27_2020,2019,34.4,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,FR,2019,41.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,HR,2019,49.6,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,HU,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,IE,2019,27.2,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,IS,2019,20.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,IT,2019,55.5,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,LT,2019,44.5,u
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,LU,2019,21.9,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,LV,2019,37.8,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,MT,2019,64.0,
dataflow,ESTAT:HLTH_EHIS_PE2M(1.0),A,PC,MN0,BMI25-29,T,Y18-24,NL,2019,14.0,
