STRUCTURE,STRUCTURE_ID,freq,sex,age,smoking,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,ED5_6,HU,2008,3.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,ED5_6,PL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,BE,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,BG,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,CZ,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,EE,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,EL,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,ES,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,HU,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,MT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,PL,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_GE20,TOTAL,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,BE,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,BG,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,CY,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,CZ,2008,13.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,EE,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,EL,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,ES,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,HU,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,LV,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,MT,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,PL,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,SI,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED0-2,SK,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,BE,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,BG,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,CY,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,CZ,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,DE,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,EE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,EL,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,ES,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,HU,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,LV,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,MT,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,PL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,RO,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,SI,2008,8.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED3_4,SK,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,BE,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,BG,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,EE,2008,6.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,EL,2008,12,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,ES,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,HU,2008,7.1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,LV,2008,3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,PL,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,RO,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,ED5_6,SK,2008,8.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,BE,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,BG,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,CY,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,CZ,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,DE,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,EE,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,EL,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,ES,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,HU,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,LV,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,MT,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,PL,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,RO,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,SI,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y65-74,DSM_LT20,TOTAL,SK,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,BE,2008,0.1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,EE,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,EL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,ES,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,HU,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,PL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED0-2,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,CZ,2008,3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,EE,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,EL,2008,1.4,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,ES,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,MT,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED3_4,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,ED5_6,PL,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,BE,2008,0.1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,CZ,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,EE,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,ES,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,HU,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,PL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_GE20,TOTAL,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,BE,2008,2.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,BG,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,CY,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,EE,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,EL,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,ES,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,HU,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,LV,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,MT,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,PL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED0-2,SI,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,BE,2008,3.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,CZ,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,EE,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,EL,2008,2.2,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,MT,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,PL,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,RO,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED3_4,SK,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,BE,2008,2.3,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,EL,2008,7.4,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,ES,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,LV,2008,2,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,PL,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,ED5_6,RO,2008,8.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,BE,2008,2.8,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,BG,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,CY,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,CZ,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,EE,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,EL,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,ES,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,HU,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,LV,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,MT,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,PL,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,RO,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,SI,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y75-84,DSM_LT20,TOTAL,SK,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED0-2,EL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED0-2,HU,2008,3.2,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED0-2,PL,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED3_4,BE,2008,1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED3_4,PL,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,BE,2008,0.1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,CY,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_GE20,TOTAL,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED0-2,BE,2008,2.2,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED0-2,EL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED0-2,ES,2008,1.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED0-2,PL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED3_4,BE,2008,4.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED3_4,PL,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,BE,2008,2.3,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,EL,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,ES,2008,1.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,HU,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,PL,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y_GE85,DSM_LT20,TOTAL,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,BE,2008,10.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,BG,2008,24,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,CY,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,CZ,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,DE,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,EE,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,EL,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,ES,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,HU,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,LV,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,MT,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,PL,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,RO,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,SI,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED0-2,SK,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,BE,2008,12,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,BG,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,CY,2008,28,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,CZ,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,DE,2008,10,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,EE,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,EL,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,ES,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,HU,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,LV,2008,27.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,MT,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,PL,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,RO,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,SI,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED3_4,SK,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,BE,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,BG,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,CY,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,CZ,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,DE,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,EE,2008,9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,EL,2008,18,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,ES,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,HU,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,LV,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,MT,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,PL,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,RO,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,M,TOTAL,DSM_GE20,ED5_6,SI,2008,5.3,
