STRUCTURE,STRUCTURE_ID,freq,unit,severity,isco88,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,M,STRESS,EU_V,1999,260,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,M,TOTAL,EU_V,1999,116,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,N,MUSC_SKE,EU_V,1999,142,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,N,OTHER,EU_V,1999,157,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,N,PULMONAR,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,N,STRESS,EU_V,1999,358,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,N,TOTAL,EU_V,1999,198,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,O,MUSC_SKE,EU_V,1999,65,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,O,OTHER,EU_V,1999,40,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,O,STRESS,EU_V,1999,159,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,O,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,TOTAL,MUSC_SKE,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,TOTAL,OTHER,EU_V,1999,74,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,TOTAL,PULMONAR,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,TOTAL,STRESS,EU_V,1999,129,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO4,TOTAL,TOTAL,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,A,MUSC_SKE,EU_V,1999,175,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,A,TOTAL,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,D,MUSC_SKE,EU_V,1999,22,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,D,OTHER,EU_V,1999,139,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,D,STRESS,EU_V,1999,21,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,D,TOTAL,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,E,STRESS,EU_V,1999,443,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,E,TOTAL,EU_V,1999,113,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,F,TOTAL,EU_V,1999,257,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,G,MUSC_SKE,EU_V,1999,140,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,G,OTHER,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,G,PULMONAR,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,G,STRESS,EU_V,1999,90,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,G,TOTAL,EU_V,1999,110,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,H,MUSC_SKE,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,H,OTHER,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,H,PULMONAR,EU_V,1999,162,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,H,STRESS,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,H,TOTAL,EU_V,1999,75,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,I,MUSC_SKE,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,I,OTHER,EU_V,1999,234,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,I,STRESS,EU_V,1999,143,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,I,TOTAL,EU_V,1999,159,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,K,MUSC_SKE,EU_V,1999,119,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,K,OTHER,EU_V,1999,144,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,K,PULMONAR,EU_V,1999,386,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,K,TOTAL,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,L,MUSC_SKE,EU_V,1999,192,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,L,OTHER,EU_V,1999,135,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,L,PULMONAR,EU_V,1999,256,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,L,STRESS,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,L,TOTAL,EU_V,1999,153,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,M,MUSC_SKE,EU_V,1999,218,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,M,OTHER,EU_V,1999,203,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,M,STRESS,EU_V,1999,224,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,M,TOTAL,EU_V,1999,206,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,N,MUSC_SKE,EU_V,1999,283,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,N,OTHER,EU_V,1999,242,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,N,PULMONAR,EU_V,1999,173,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,N,STRESS,EU_V,1999,231,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,N,TOTAL,EU_V,1999,255,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,O,MUSC_SKE,EU_V,1999,34,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,O,OTHER,EU_V,1999,126,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,O,PULMONAR,EU_V,1999,167,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,O,STRESS,EU_V,1999,39,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,O,TOTAL,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,P,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,P,OTHER,EU_V,1999,36,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,P,STRESS,EU_V,1999,198,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,P,TOTAL,EU_V,1999,99,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,TOTAL,MUSC_SKE,EU_V,1999,157,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,TOTAL,OTHER,EU_V,1999,137,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,TOTAL,PULMONAR,EU_V,1999,139,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,TOTAL,STRESS,EU_V,1999,118,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO5,TOTAL,TOTAL,EU_V,1999,141,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,A,MUSC_SKE,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,A,OTHER,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,A,TOTAL,EU_V,1999,54,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,B,MUSC_SKE,EU_V,1999,452,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,B,OTHER,EU_V,1999,69,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,B,TOTAL,EU_V,1999,228,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,G,MUSC_SKE,EU_V,1999,228,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,G,TOTAL,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,L,OTHER,EU_V,1999,17,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,M,OTHER,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,M,TOTAL,EU_V,1999,264,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,O,MUSC_SKE,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,O,OTHER,EU_V,1999,326,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,O,TOTAL,EU_V,1999,189,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,TOTAL,MUSC_SKE,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,TOTAL,OTHER,EU_V,1999,78,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO6,TOTAL,TOTAL,EU_V,1999,69,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,A,TOTAL,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,C,MUSC_SKE,EU_V,1999,111,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,C,OTHER,EU_V,1999,37,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,C,TOTAL,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,D,MUSC_SKE,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,D,OTHER,EU_V,1999,72,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,D,PULMONAR,EU_V,1999,94,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,D,STRESS,EU_V,1999,32,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,D,TOTAL,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,E,MUSC_SKE,EU_V,1999,176,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,E,OTHER,EU_V,1999,30,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,E,TOTAL,EU_V,1999,89,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,F,MUSC_SKE,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,F,OTHER,EU_V,1999,94,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,F,PULMONAR,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,F,TOTAL,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,G,MUSC_SKE,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,G,OTHER,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,G,PULMONAR,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,G,STRESS,EU_V,1999,23,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,G,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,I,OTHER,EU_V,1999,74,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,I,STRESS,EU_V,1999,39,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,I,TOTAL,EU_V,1999,28,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,K,MUSC_SKE,EU_V,1999,162,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,K,OTHER,EU_V,1999,30,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,K,PULMONAR,EU_V,1999,338,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,K,STRESS,EU_V,1999,129,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,K,TOTAL,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,L,MUSC_SKE,EU_V,1999,186,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,L,OTHER,EU_V,1999,302,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,L,TOTAL,EU_V,1999,156,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,M,MUSC_SKE,EU_V,1999,386,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,M,OTHER,EU_V,1999,318,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,M,STRESS,EU_V,1999,266,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,M,TOTAL,EU_V,1999,322,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,N,OTHER,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,N,STRESS,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,N,TOTAL,EU_V,1999,40,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,O,OTHER,EU_V,1999,44,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,O,STRESS,EU_V,1999,35,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,O,TOTAL,EU_V,1999,19,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,TOTAL,MUSC_SKE,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,TOTAL,OTHER,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,TOTAL,PULMONAR,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,TOTAL,STRESS,EU_V,1999,28,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO7,TOTAL,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,C,OTHER,EU_V,1999,212,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,C,PULMONAR,EU_V,1999,352,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,C,TOTAL,EU_V,1999,12,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,D,MUSC_SKE,EU_V,1999,163,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,D,OTHER,EU_V,1999,99,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,D,PULMONAR,EU_V,1999,208,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,D,STRESS,EU_V,1999,66,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,D,TOTAL,EU_V,1999,17,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,F,MUSC_SKE,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,F,TOTAL,EU_V,1999,15,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,G,MUSC_SKE,EU_V,1999,182,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,G,OTHER,EU_V,1999,9,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,G,STRESS,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,G,TOTAL,EU_V,1999,29,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,H,OTHER,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,H,TOTAL,EU_V,1999,10,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,I,MUSC_SKE,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,I,OTHER,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,I,PULMONAR,EU_V,1999,78,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,I,STRESS,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,I,TOTAL,EU_V,1999,27,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,K,MUSC_SKE,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,K,TOTAL,EU_V,1999,21,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,L,MUSC_SKE,EU_V,1999,40,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,L,OTHER,EU_V,1999,279,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,L,TOTAL,EU_V,1999,13,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,M,MUSC_SKE,EU_V,1999,346,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,M,TOTAL,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,N,MUSC_SKE,EU_V,1999,89,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,O,MUSC_SKE,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,O,OTHER,EU_V,1999,15,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,O,STRESS,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,O,TOTAL,EU_V,1999,11,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,P,TOTAL,EU_V,1999,10,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,TOTAL,MUSC_SKE,EU_V,1999,153,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,TOTAL,OTHER,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,TOTAL,PULMONAR,EU_V,1999,137,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,TOTAL,STRESS,EU_V,1999,62,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO8,TOTAL,TOTAL,EU_V,1999,18,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,A,MUSC_SKE,EU_V,1999,213,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,A,OTHER,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,A,PULMONAR,EU_V,1999,287,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,A,STRESS,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,A,TOTAL,EU_V,1999,150,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,D,MUSC_SKE,EU_V,1999,141,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,D,OTHER,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,D,PULMONAR,EU_V,1999,342,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,D,STRESS,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,D,TOTAL,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,E,MUSC_SKE,EU_V,1999,455,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,E,OTHER,EU_V,1999,173,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,E,TOTAL,EU_V,1999,253,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,F,MUSC_SKE,EU_V,1999,148,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,F,OTHER,EU_V,1999,259,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,F,STRESS,EU_V,1999,38,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,F,TOTAL,EU_V,1999,138,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,G,MUSC_SKE,EU_V,1999,120,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,G,OTHER,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,G,PULMONAR,EU_V,1999,128,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,G,STRESS,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,G,TOTAL,EU_V,1999,110,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,H,MUSC_SKE,EU_V,1999,130,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,H,OTHER,EU_V,1999,43,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,H,PULMONAR,EU_V,1999,184,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,H,STRESS,EU_V,1999,116,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,H,TOTAL,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,I,MUSC_SKE,EU_V,1999,158,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,I,OTHER,EU_V,1999,179,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,I,PULMONAR,EU_V,1999,223,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,I,STRESS,EU_V,1999,164,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,I,TOTAL,EU_V,1999,167,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,J,MUSC_SKE,EU_V,1999,242,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,J,TOTAL,EU_V,1999,113,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,K,MUSC_SKE,EU_V,1999,298,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,K,OTHER,EU_V,1999,139,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,K,PULMONAR,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,K,TOTAL,EU_V,1999,174,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,L,MUSC_SKE,EU_V,1999,124,
dataflow,ESTAT:HSW_HP_SVDIN(1.0),A,RT,D_GE14,ISCO9,L,OTHER,EU_V,1999,170,
