STRUCTURE,STRUCTURE_ID,freq,unit,l_serv,severity,emp_cont,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,G,STRESS,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,G,TOTAL,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,H,MUSC_SKE,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,H,OTHER,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,H,PULMONAR,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,H,STRESS,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,H,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,I,MUSC_SKE,EU_V,1999,136,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,I,OTHER,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,I,PULMONAR,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,I,STRESS,EU_V,1999,119,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,I,TOTAL,EU_V,1999,118,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,J,MUSC_SKE,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,J,OTHER,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,J,PULMONAR,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,J,STRESS,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,J,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,K,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,K,OTHER,EU_V,1999,90,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,K,PULMONAR,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,K,STRESS,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,K,TOTAL,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,L,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,L,OTHER,EU_V,1999,120,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,L,PULMONAR,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,L,STRESS,EU_V,1999,139,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,L,TOTAL,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,M,MUSC_SKE,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,M,OTHER,EU_V,1999,145,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,M,PULMONAR,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,M,STRESS,EU_V,1999,223,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,M,TOTAL,EU_V,1999,144,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,N,MUSC_SKE,EU_V,1999,157,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,N,OTHER,EU_V,1999,193,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,N,PULMONAR,EU_V,1999,151,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,N,STRESS,EU_V,1999,204,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,N,TOTAL,EU_V,1999,177,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,O,MUSC_SKE,EU_V,1999,58,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,O,OTHER,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,O,PULMONAR,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,O,STRESS,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,O,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,P,MUSC_SKE,EU_V,1999,60,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,P,OTHER,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,P,PULMONAR,EU_V,1999,49,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,P,STRESS,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,P,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,Q,MUSC_SKE,EU_V,1999,156,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,Q,OTHER,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,Q,PULMONAR,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,Q,STRESS,EU_V,1999,22,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,Q,TOTAL,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,TOTAL,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,TOTAL,OTHER,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,TOTAL,PULMONAR,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,TOTAL,STRESS,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,TOTAL,TOTAL,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,A,MUSC_SKE,EU_V,1999,126,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,A,OTHER,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,A,PULMONAR,EU_V,1999,161,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,A,STRESS,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,A,TOTAL,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,B,TOTAL,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,C,MUSC_SKE,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,C,TOTAL,EU_V,1999,24,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,D,MUSC_SKE,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,D,OTHER,EU_V,1999,31,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,D,PULMONAR,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,D,STRESS,EU_V,1999,32,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,D,TOTAL,EU_V,1999,46,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,F,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,F,OTHER,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,F,PULMONAR,EU_V,1999,128,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,F,STRESS,EU_V,1999,19,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,F,TOTAL,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,G,MUSC_SKE,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,G,OTHER,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,G,PULMONAR,EU_V,1999,171,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,G,STRESS,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,G,TOTAL,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,H,MUSC_SKE,EU_V,1999,62,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,H,OTHER,EU_V,1999,44,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,H,PULMONAR,EU_V,1999,125,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,H,STRESS,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,H,TOTAL,EU_V,1999,66,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,I,MUSC_SKE,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,I,OTHER,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,I,PULMONAR,EU_V,1999,303,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,I,STRESS,EU_V,1999,45,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,I,TOTAL,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,J,MUSC_SKE,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,J,OTHER,EU_V,1999,70,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,J,TOTAL,EU_V,1999,37,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,K,MUSC_SKE,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,K,OTHER,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,K,PULMONAR,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,K,STRESS,EU_V,1999,106,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,K,TOTAL,EU_V,1999,111,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,L,MUSC_SKE,EU_V,1999,44,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,L,OTHER,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,L,PULMONAR,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,L,STRESS,EU_V,1999,50,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,L,TOTAL,EU_V,1999,56,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,M,MUSC_SKE,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,M,OTHER,EU_V,1999,274,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,M,PULMONAR,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,M,STRESS,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,M,TOTAL,EU_V,1999,155,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,N,MUSC_SKE,EU_V,1999,163,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,N,OTHER,EU_V,1999,146,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,N,PULMONAR,EU_V,1999,251,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,N,STRESS,EU_V,1999,136,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,N,TOTAL,EU_V,1999,158,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,O,MUSC_SKE,EU_V,1999,72,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,O,OTHER,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,O,PULMONAR,EU_V,1999,201,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,O,STRESS,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,O,TOTAL,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,P,MUSC_SKE,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,P,OTHER,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,P,TOTAL,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,TOTAL,MUSC_SKE,EU_V,1999,89,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,TOTAL,OTHER,EU_V,1999,101,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,TOTAL,PULMONAR,EU_V,1999,150,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,TOTAL,STRESS,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,LTD,TOTAL,TOTAL,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,A,MUSC_SKE,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,A,OTHER,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,A,PULMONAR,EU_V,1999,123,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,A,STRESS,EU_V,1999,26,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,A,TOTAL,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,B,MUSC_SKE,EU_V,1999,137,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,B,OTHER,EU_V,1999,74,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,B,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,C,MUSC_SKE,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,C,OTHER,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,C,PULMONAR,EU_V,1999,200,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,C,TOTAL,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,D,MUSC_SKE,EU_V,1999,90,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,D,OTHER,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,D,PULMONAR,EU_V,1999,111,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,D,STRESS,EU_V,1999,60,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,D,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,E,MUSC_SKE,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,E,OTHER,EU_V,1999,59,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,E,PULMONAR,EU_V,1999,102,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,E,STRESS,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,E,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,F,MUSC_SKE,EU_V,1999,99,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,F,OTHER,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,F,PULMONAR,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,F,STRESS,EU_V,1999,35,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,F,TOTAL,EU_V,1999,75,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,G,MUSC_SKE,EU_V,1999,97,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,G,OTHER,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,G,PULMONAR,EU_V,1999,59,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,G,STRESS,EU_V,1999,78,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,G,TOTAL,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,H,MUSC_SKE,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,H,OTHER,EU_V,1999,104,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,H,PULMONAR,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,H,STRESS,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,H,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,I,MUSC_SKE,EU_V,1999,128,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,I,OTHER,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,I,PULMONAR,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,I,STRESS,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,I,TOTAL,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,J,MUSC_SKE,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,J,OTHER,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,J,PULMONAR,EU_V,1999,42,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,J,STRESS,EU_V,1999,99,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,J,TOTAL,EU_V,1999,75,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,K,MUSC_SKE,EU_V,1999,100,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,K,OTHER,EU_V,1999,113,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,K,PULMONAR,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,K,STRESS,EU_V,1999,116,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,K,TOTAL,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,L,MUSC_SKE,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,L,OTHER,EU_V,1999,97,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,L,PULMONAR,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,L,STRESS,EU_V,1999,118,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,L,TOTAL,EU_V,1999,97,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,M,MUSC_SKE,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,M,OTHER,EU_V,1999,180,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,M,PULMONAR,EU_V,1999,230,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,M,STRESS,EU_V,1999,247,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,M,TOTAL,EU_V,1999,159,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,N,MUSC_SKE,EU_V,1999,190,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,N,OTHER,EU_V,1999,167,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,N,PULMONAR,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,N,STRESS,EU_V,1999,220,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,N,TOTAL,EU_V,1999,187,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,O,MUSC_SKE,EU_V,1999,104,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,O,OTHER,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,O,PULMONAR,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,O,STRESS,EU_V,1999,117,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,O,TOTAL,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,P,MUSC_SKE,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,TOTAL,NLTD,P,OTHER,EU_V,1999,63,
