STRUCTURE,STRUCTURE_ID,freq,airpol,indic_he,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2014,74,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2015,66,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2016,61,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2017,63,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2018,57,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IS,2019,49,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2005,72051,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2007,60778,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2008,58897,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2009,58400,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2010,52244,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2011,66464,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2012,60436,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2013,55114,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2014,45690,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2015,60982,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2016,49620,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2017,54665,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2018,46877,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2019,42668,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,IT,2020,52303,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2005,16,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2009,13,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2014,9,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2015,12,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2016,12,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2017,10,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2018,10,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LI,2019,9,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2005,3225,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2007,2631,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2008,3029,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2009,2158,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2010,3158,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2011,2573,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2012,2255,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2013,2476,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2014,2818,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2015,2103,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2016,2054,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2017,1488,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2018,2114,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2019,1881,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LT,2020,1462,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2005,260,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2007,207,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2008,236,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2009,279,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2010,277,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2011,237,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2012,208,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2013,241,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2014,183,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2015,201,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2016,175,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2017,150,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2018,150,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2019,94,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LU,2020,75,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2005,2639,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2007,1615,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2008,2396,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2009,1688,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2010,2044,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2011,1426,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2012,1524,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2013,1551,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2014,1780,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2015,1247,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2016,1238,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2017,899,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2018,1434,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2019,1003,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,LV,2020,833,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2005,1009,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2009,982,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2014,759,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2015,915,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2016,977,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2017,931,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2018,1005,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,ME,2019,911,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2005,5568,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2009,4913,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2014,4254,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2015,4573,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2016,5266,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2017,5672,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2018,4825,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MK,2019,3365,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2005,350,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2007,272,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2008,227,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2009,260,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2010,188,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2011,243,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2012,182,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2013,173,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2014,162,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2015,199,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2016,151,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2017,173,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2018,197,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2019,189,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,MT,2020,153,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2005,11978,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2007,10164,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2008,11274,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2009,11236,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2010,11894,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2011,11666,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2012,8647,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2013,9197,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2014,8600,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2015,7681,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2016,6643,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2017,6700,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2018,7562,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2019,6058,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NL,2020,4972,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2005,2119,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2009,1698,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2014,1567,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2015,1315,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2016,1314,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2017,1167,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2018,1425,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,NO,2019,1224,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2005,42132,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2007,36060,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2008,40367,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2009,42336,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2010,52628,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2011,50074,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2012,47682,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2013,45881,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2014,45106,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2015,44472,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2016,41561,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2017,44825,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2018,46783,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2019,35654,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PL,2020,36530,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2005,9161,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2007,6279,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2008,4287,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2009,5215,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2010,4068,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2011,4868,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2012,3680,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2013,3648,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2014,2619,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2015,3942,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2016,2912,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2017,3039,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2018,2636,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2019,2515,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,PT,2020,2640,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2005,42282,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2007,33103,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2008,30289,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2009,26377,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2010,21919,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2011,29334,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2012,28350,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2013,23034,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2014,22040,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2015,23998,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2016,21591,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2017,23470,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2018,23151,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2019,18472,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RO,2020,21556,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2005,16685,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2009,14461,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2014,11736,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2015,12998,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2016,13265,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2017,15443,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2018,14221,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,RS,2019,11383,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2005,3440,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2007,3090,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2008,2569,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2009,1660,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2010,2086,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2011,2667,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2012,1597,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2013,786,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2014,1641,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2015,796,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2016,735,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2017,413,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2018,900,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2019,530,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SE,2020,370,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2005,2033,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2007,1558,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2008,1565,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2009,1698,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2010,1718,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2011,1954,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2012,1634,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2013,1605,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2014,1305,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2015,1656,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2016,1469,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2017,1556,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2018,1499,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2019,1143,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SI,2020,1238,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2005,6697,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2007,5339,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2008,5542,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2009,5332,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2010,5876,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2011,6768,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2012,5577,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2013,5280,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2014,4874,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2015,5130,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2016,4469,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2017,5032,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2018,4857,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2019,3463,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,SK,2020,3918,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,TR,2016,33918,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,TR,2018,44127,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,TR,2019,42184,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2005,4531,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2009,4456,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2014,3617,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2015,3695,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2016,3638,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2017,3971,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2018,3902,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,NR,XK,2019,2849,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2005,201,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2009,175,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2014,128,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2015,162,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2016,171,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2017,183,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2018,169,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AL,2019,139,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2005,87,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2007,65,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2008,71,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2009,70,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2010,81,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2011,80,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2012,64,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2013,69,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2014,50,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2015,57,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2016,46,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2017,48,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2018,57,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2019,42,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,AT,2020,36,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2005,189,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2009,179,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2014,119,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2015,150,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2016,214,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2017,178,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2018,203,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BA,2019,168,
dataflow,ESTAT:HLTH_CD_IAP(1.0),A,PM2_5,PMD,RT,BE,2005,89,
