STRUCTURE,STRUCTURE_ID,freq,unit,wstatus,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1981,1685.21,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1982,1686.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1983,1709.15,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1984,1723.13,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1985,1710.87,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1986,1714.97,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1987,1701.95,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1988,1667.43,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1989,1653.80,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1990,1626.84,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1991,1610.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1992,1606.51,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1993,1585.22,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1994,1538.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1995,1480.25,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1996,1427.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1997,1387.00,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1998,1344.21,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,1999,1301.03,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2000,1250.06,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2001,1221.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2002,1250.62,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2003,1180.66,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2004,1141.73,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2005,1094.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2006,1040.44,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2007,983.88,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2008,1005.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2009,1018.96,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2010,998.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2011,955.58,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2012,919.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2013,881.57,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2014,856.36,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2015,832.94,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2016,804.90,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2017,788.48,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2018,779.27,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2019,758.43,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2020,736.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2021,735.31,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IE,2022,716.00,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2016,569.51,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2017,557.47,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2018,555.47,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2019,544.66,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2020,531.88,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IS,2021,517.39,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1986,1082.58,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1987,1066.97,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1988,1051.18,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1989,1044.10,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1990,1035.27,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1991,1047.67,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1992,1020.67,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1993,1013.61,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1994,1006.35,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1995,982.11,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1996,967.19,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1997,949.69,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1998,933.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,1999,928.09,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2000,905.83,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2001,904.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2002,889.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2003,866.82,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2004,851.07,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2005,836.43,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2006,812.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2007,792.85,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2008,772.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2009,751.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2010,732.15,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2011,688.31,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2012,690.36,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2013,681.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2014,674.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2015,660.70,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2016,644.92,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2017,631.64,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2018,619.89,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2019,609.69,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2020,599.88,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,IT,2021,591.75,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2005,6950.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2006,7007.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2007,7052.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2008,7094.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2009,3971.28,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2010,900.54,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2011,885.66,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2012,872.77,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2013,840.53,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2014,792.50,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2015,765.18,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2016,785.75,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2017,716.26,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2018,670.98,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2019,688.62,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2020,1144.15,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2021,1058.96,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LI,2022,1007.90,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2004,1468.29,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2005,1385.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2006,1274.82,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2007,1178.01,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2008,1175.39,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2009,1142.67,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2010,1076.94,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2011,1014.10,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2012,979.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2013,963.10,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2014,942.28,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2015,910.06,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2016,875.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2017,832.62,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2018,820.36,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2019,812.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2020,799.45,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2021,781.92,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LT,2022,767.93,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LU,2013,833.37,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LU,2014,824.18,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LU,2015,857.84,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LU,2016,856.77,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LU,2017,868.03,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2004,1151.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2005,1117.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2006,1061.92,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2007,966.33,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2008,928.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2009,1277.08,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2010,1267.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2011,1257.45,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2012,1185.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2013,1089.68,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2014,1047.15,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2015,991.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2016,948.93,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2017,919.62,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2018,893.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2019,864.03,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2020,854.90,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2021,829.81,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,LV,2022,812.02,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2006,2325.25,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2007,2077.98,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2008,2068.29,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2009,2013.29,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2010,1941.77,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2011,1907.94,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2012,1825.30,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2013,1601.05,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2014,1429.45,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2015,1309.81,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2016,1174.16,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2017,1082.39,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2018,1249.54,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2019,1043.67,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2020,975.36,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,ME,2021,1054.87,e
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2002,489.45,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2003,498.23,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2004,476.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2005,456.83,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2006,513.05,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2007,645.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2008,591.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2009,625.91,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2010,448.12,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2011,429.58,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2012,412.60,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2013,408.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2014,403.11,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2015,378.77,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2016,375.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2017,379.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2018,387.08,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2019,393.80,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2020,388.05,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,MT,2021,375.75,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,1998,4149.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,1999,4101.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2000,3937.09,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2001,3802.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2002,3649.48,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2003,3500.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2004,3360.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2005,3280.38,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2006,3211.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2007,3165.55,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2008,3105.87,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2009,3044.27,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2010,2996.46,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2011,2915.82,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2012,2854.34,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2013,2789.12,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2014,2709.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2015,2632.47,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2016,2580.35,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2017,3304.01,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2018,3212.46,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2019,3128.58,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2020,3048.15,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NL,2021,2964.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2002,1418.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2003,1365.09,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2004,1327.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2005,1290.34,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2006,1251.52,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2007,1180.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2008,1121.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2009,1079.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2010,1056.68,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2011,1031.25,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2012,998.13,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2013,976.66,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2014,935.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2015,886.34,b
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2016,841.97,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2017,815.23,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2018,797.47,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2019,757.92,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2020,727.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,NO,2021,705.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2004,1612.70,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2005,1557.84,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2006,1513.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2007,1424.43,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2008,1410.76,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2009,1377.19,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2010,1342.84,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2011,1299.49,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2012,1274.34,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2013,1245.87,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2014,1209.91,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2015,1147.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2016,1119.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2017,1091.32,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2018,1068.12,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2019,1051.18,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2020,1037.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PL,2021,1013.05,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PT,1980,2048.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,PHARM,PT,1981,1967.91,
