STRUCTURE,STRUCTURE_ID,freq,unit,isced11,hlth_pb,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,AT,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,AT,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,BE,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,BG,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,BG,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,CY,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,CY,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,CZ,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,CZ,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,DE,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,DE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,DK,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,DK,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EE,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EE,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EL,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EL,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,ES,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,ES,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EU27_2020,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EU27_2020,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,EU28,2014,6.1,e
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,FI,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,FI,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,FR,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,FR,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,HR,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,HR,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,HU,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,HU,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IE,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IE,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IS,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IS,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IT,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,IT,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LT,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LT,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LU,2014,8.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LU,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LV,2014,4.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,LV,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,MT,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,MT,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,NL,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,NO,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,NO,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,PL,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,PL,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,PT,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,PT,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,RO,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,RO,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,RS,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SE,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SE,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SI,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SI,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SK,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,SK,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,TR,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,TR,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,TOTAL,UK,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,AT,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,BG,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,CY,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,CZ,2014,0,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,DE,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,DK,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,EL,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,ES,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,EU28,2014,4.8,e
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,FI,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,FR,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,HR,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,HU,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,IE,2014,25.0,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,IS,2014,13.7,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,IT,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,LT,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,LU,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,LV,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,MT,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,PL,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,PT,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,RO,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,SI,2014,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,SK,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,TR,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-19,UK,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,AT,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,AT,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,BE,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,BG,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,BG,2019,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,CY,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,CY,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,CZ,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,CZ,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,DE,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,DE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,DK,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,DK,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EE,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EL,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EL,2019,0.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,ES,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,ES,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EU27_2020,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EU27_2020,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,EU28,2014,5.7,e
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,FI,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,FI,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,FR,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,FR,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,HR,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,HR,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,HU,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,HU,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IE,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IE,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IS,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IS,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IT,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,IT,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LT,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LT,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LU,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LU,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LV,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,LV,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,MT,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,MT,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,NL,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,NO,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,NO,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,PL,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,PL,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,PT,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,PT,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,RO,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,RO,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,RS,2019,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SE,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SE,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SI,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SI,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SK,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,SK,2019,0.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,TR,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,TR,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-24,UK,2014,9.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,AT,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,AT,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,BE,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,BG,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,BG,2019,0.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,CY,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,CY,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,CZ,2014,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,CZ,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,DE,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,DE,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,DK,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,DK,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EE,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EE,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EL,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EL,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,ES,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,ES,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EU27_2020,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,EU28,2014,5.8,e
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,FI,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,FI,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,FR,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,FR,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,HR,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,HR,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,HU,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,HU,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,IE,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,IS,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,IT,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,IT,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LT,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LT,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LU,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LU,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LV,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,LV,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,MT,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,MT,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,NL,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,NO,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,NO,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,PL,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,PL,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,PT,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,PT,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,RO,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,RO,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,RS,2019,0.7,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SE,2014,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SE,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SI,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SI,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SK,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,SK,2019,0.9,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,TR,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,TR,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-29,UK,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_MH1E(1.0),A,PC,ED3_4,DPR,T,Y15-64,AT,2014,4.4,
