STRUCTURE,STRUCTURE_ID,freq,unit,lev_diff,assist,age,quant_inc,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,PT,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,RO,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,RO,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,RS,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SE,2014,36.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SE,2019,30.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SI,2014,21.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SI,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SK,2014,11.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,SK,2019,16.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,TR,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU2,UK,2014,16.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,AT,2014,26.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,AT,2019,25.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,BG,2014,26.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,BG,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,CY,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,CY,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,CZ,2014,45.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,CZ,2019,57.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,DE,2014,21.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,DE,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,DK,2014,47.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,DK,2019,31.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EL,2014,15.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EL,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,ES,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,ES,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EU27_2020,2014,20.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EU27_2020,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,EU28,2014,19.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,FI,2014,31.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,FI,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,FR,2014,22.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,FR,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,HR,2014,6.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,HR,2019,15.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,HU,2014,40.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,HU,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,IS,2014,21.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,IT,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,IT,2019,24.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LT,2014,20.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LT,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LU,2014,32.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LV,2014,22.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,LV,2019,25.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,MT,2019,38.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,NL,2014,18.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,NL,2019,28.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,NO,2014,24.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,NO,2019,19.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,PL,2014,20.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,PL,2019,35.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,PT,2014,18.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,PT,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,RO,2014,8.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,RO,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,RS,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SE,2014,33.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SE,2019,28.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SI,2014,31.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SI,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SK,2014,15.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,SK,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,TR,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU3,UK,2014,18.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,AT,2014,28.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,AT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,BG,2014,24.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,BG,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,CY,2014,27.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,CY,2019,31.7,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,CZ,2014,41.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,CZ,2019,49.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,DE,2014,28.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,DE,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,DK,2019,46.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EL,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EL,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,ES,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,ES,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EU27_2020,2014,22.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EU27_2020,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,EU28,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,FI,2014,23.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,FI,2019,42.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,FR,2014,18.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,FR,2019,31.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,HR,2014,12.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,HR,2019,14.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,HU,2014,50.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,HU,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,IT,2014,19.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,IT,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LT,2014,15.3,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LT,2019,4.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LV,2014,12.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,MT,2019,27.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,NL,2014,39.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,NL,2019,36.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,NO,2019,6.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,PL,2014,20.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,PL,2019,38.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,PT,2014,24.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,PT,2019,23.6,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,RO,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,RO,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,RS,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SE,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SI,2014,34.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SI,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SK,2014,9.4,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,SK,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,TR,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU4,UK,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,AT,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,AT,2019,21.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,BG,2019,17.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,CY,2019,22.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,CZ,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,DE,2014,20.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,DE,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,DK,2019,47.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EL,2014,25.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EL,2019,24.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,ES,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,ES,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EU27_2020,2014,20.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EU27_2020,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,EU28,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,FI,2019,42.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,FR,2014,22.0,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,FR,2019,31.7,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,HR,2014,6.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,HR,2019,12.1,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,HU,2014,45.4,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,HU,2019,51.5,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,IT,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,IT,2019,24.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LV,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,NL,2014,24.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,NL,2019,34.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,PL,2014,23.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,PL,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,PT,2014,20.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,PT,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,RO,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,RO,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,RS,2019,30.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SE,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SI,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SI,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,SK,2019,14.6,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,TR,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,QU5,UK,2014,17.2,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,AT,2014,22.0,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,AT,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,BG,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,BG,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,CY,2014,19.9,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,CY,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_TADLHI(1.0),A,PC,LTD,NND,Y_GE75,TOTAL,CZ,2014,39.2,
