STRUCTURE,STRUCTURE_ID,freq,icha_hp,facility,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2010,1874.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2011,2020.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2012,2109.07,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2013,2191.07,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2014,2313.47,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2015,2353.05,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2016,2443.35,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2017,2461.22,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2018,2446.16,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2019,2467.34,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2020,2248.26,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DE,2021,2306.89,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2003,2094.23,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2004,2406.85,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2005,2804.91,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2006,3474.32,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2007,3920.85,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2008,4481.16,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2009,5348.03,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2010,6083.13,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2011,6535.02,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2012,6697.08,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2013,6026.29,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2014,6883.15,b
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2015,6646.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2016,6544.40,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2017,7592.03,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2018,7869.12,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2019,8859.09,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2020,8899.19,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,DK,2021,9494.85,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2015,3491.92,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2016,3830.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2017,4046.66,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2018,4131.39,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2019,4111.02,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2020,4008.06,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EE,2021,4416.45,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,EL,2012,796.74,e
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,1996,673.12,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,1997,796.77,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,1998,965.42,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,1999,1314.13,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2000,1501.79,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2001,1771.82,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2002,2256.22,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2003,2538.48,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2004,2806.33,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2005,3043.32,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2006,3261.69,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2007,3514.46,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2008,3861.91,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2009,4265.89,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2010,4742.59,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2011,4967.45,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2012,4978.77,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2013,5431.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2014,5983.57,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2015,6323.53,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2016,6735.01,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2017,7131.30,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2018,7413.79,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2019,7934.71,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2020,6907.61,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,ES,2021,8721.16,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2010,1433.15,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2011,1396.81,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2012,1759.02,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2013,1962.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2014,2094.73,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2015,2166.59,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2016,2157.22,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2017,2647.12,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2018,2786.66,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2019,3013.16,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FI,2020,1790.60,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2001,1132.24,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2002,1407.14,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2003,1455.79,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2004,1696.19,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2005,1855.85,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2006,1983.64,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2007,2299.93,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2008,2438.74,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2009,2872.68,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2010,3073.58,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2011,3399.50,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2012,3610.15,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2013,4110.42,b
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2014,4162.84,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2015,4488.47,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2016,4877.11,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2017,4874.26,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2018,4975.33,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2019,4943.98,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2020,4783.45,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,FR,2021,5472.31,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2012,2290.34,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2013,2592.94,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2014,2915.04,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2015,2800.22,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2016,3377.71,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2017,3311.55,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2018,3417.51,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2019,4254.71,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2020,3824.46,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HR,2021,5157.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HU,2018,420.65,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HU,2019,456.73,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HU,2020,427.81,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,HU,2021,482.19,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2008,4021.25,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2009,4466.58,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2010,3933.14,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2011,4214.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2012,4329.06,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2013,3713.20,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2014,4025.53,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2015,3606.55,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2016,3877.61,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2017,3624.93,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2018,3793.66,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2019,3767.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,IS,2020,3468.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2010,9213.94,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2011,9916.83,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2012,10219.20,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2013,11296.93,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2014,11069.20,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2015,10660.37,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2016,10767.31,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2017,9209.21,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2018,9020.55,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2019,8694.98,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2020,9709.26,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LI,2021,11400.79,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2006,326.13,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2007,344.17,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2008,449.69,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2009,620.63,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2010,720.47,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2011,759.28,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2012,865.53,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2013,1013.39,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2014,1271.16,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2015,1299.52,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2016,1322.28,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2017,1549.57,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2018,1613.61,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2019,2106.52,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2020,1686.83,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LT,2021,2367.04,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2002,2119.57,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2003,3391.27,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2004,5203.94,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2005,5284.66,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2006,5584.63,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2007,5713.62,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2008,6151.03,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2009,7137.05,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2010,7577.63,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2011,7672.86,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2012,7453.11,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2013,7610.80,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2014,7545.31,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2015,7452.55,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2016,7565.58,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2017,7314.67,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2018,7494.87,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2019,8136.44,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2020,8389.98,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LU,2021,10426.78,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2003,454.51,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2004,596.83,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2005,752.68,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2006,851.35,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2007,1107.02,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2008,1200.60,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2009,1253.56,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2010,1431.76,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2011,1840.41,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2012,1567.80,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2013,1727.38,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2014,1597.82,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2015,1638.71,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2016,1819.21,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2017,2127.84,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2018,2446.95,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2019,2608.13,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2020,2727.62,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,LV,2021,3531.41,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2014,64.57,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2015,68.69,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2016,87.67,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2017,97.76,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2018,103.65,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2019,113.74,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2020,75.08,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MK,2021,71.38,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2012,2198.43,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2013,2808.91,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2014,3851.96,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2015,4980.53,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2016,5347.46,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2017,5338.69,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2018,5625.74,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2019,6428.18,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2020,5258.75,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,MT,2021,9001.12,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2008,3719.29,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2009,4189.59,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2010,4682.45,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2011,4696.59,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2014,4997.04,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2015,4978.92,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2016,4695.16,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2017,4868.75,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2018,4995.94,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2019,5515.73,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2020,5461.75,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,NL,2021,5250.35,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PL,2019,2317.79,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PL,2020,1881.03,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PL,2021,2281.37,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,1999,312.94,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2000,415.67,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2001,458.25,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2002,599.25,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2003,634.59,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2004,733.54,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2005,827.15,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2006,919.86,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2007,1215.72,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2008,1677.10,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2009,2018.86,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2010,2242.43,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2011,2561.70,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2012,2667.19,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2013,2968.81,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,MRI,P_HTHAB,PT,2014,3353.29,
