STRUCTURE,STRUCTURE_ID,freq,assist,lev_limit,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,SE,2019,39.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,SI,2014,47.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,SI,2019,38.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,SK,2014,40.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,SK,2019,27.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,TR,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,M,PC,UK,2014,32.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,AT,2014,24.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,AT,2019,53.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,BG,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,BG,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,CY,2014,57.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,CY,2019,60.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,CZ,2014,38.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,CZ,2019,41.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,DE,2014,20.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,DE,2019,33.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,DK,2014,41.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,DK,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EE,2014,60.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EE,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EL,2014,37.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EL,2019,46.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,ES,2014,32.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,ES,2019,35.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EU27_2020,2014,31.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EU27_2020,2019,33.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,EU28,2014,31.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,FI,2014,4.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,FI,2019,3.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,FR,2014,39.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,FR,2019,28.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,HR,2014,24.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,HR,2019,19.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,HU,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,HU,2019,22.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IE,2019,27.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IS,2014,45.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IS,2019,35.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IT,2014,36.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,IT,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LT,2014,37.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LT,2019,44.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LU,2014,5.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LV,2014,49.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,LV,2019,47.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,MT,2014,20.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,MT,2019,15.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,NL,2014,47.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,NL,2019,43.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,NO,2014,35.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,PL,2014,19.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,PL,2019,28.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,PT,2014,43.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,PT,2019,36.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,RO,2014,23.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,RO,2019,26.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,RS,2019,27.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SE,2014,32.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SE,2019,37.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SI,2014,45.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SI,2019,38.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SK,2014,34.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,SK,2019,28.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,TR,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SEV,Y_GE75,T,PC,UK,2014,33.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,AT,2019,27.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,BE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,BG,2019,23.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,CY,2019,36.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,CZ,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,DE,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,DK,2019,19.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,EE,2019,6.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,EL,2019,26.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,ES,2019,22.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,EU27_2020,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,FI,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,FR,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,HR,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,HU,2019,10.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,IE,2019,22.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,IS,2019,14.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,IT,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,LT,2019,46.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,LU,2019,4.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,LV,2019,26.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,NL,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,PL,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,PT,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,RO,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,RS,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,SE,2019,4.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,SI,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,SK,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,F,PC,TR,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,AT,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,BE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,BG,2019,18.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,CZ,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,DE,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,DK,2019,13.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,EL,2019,34.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,ES,2019,41.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,EU27_2020,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,FI,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,FR,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,HR,2019,21.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,HU,2019,18.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,IE,2019,24.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,IT,2019,40.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,LT,2019,40.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,LU,2019,4.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,LV,2019,21.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,NL,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,PL,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,PT,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,RO,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,RS,2019,17.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,SE,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,SI,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,SK,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,M,PC,TR,2019,5.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,AT,2019,28.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,BE,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,BG,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,CY,2019,32.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,CZ,2019,20.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,DE,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,DK,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,EE,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,EL,2019,30.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,ES,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,EU27_2020,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,FI,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,FR,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,HR,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,HU,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,IE,2019,23.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,IS,2019,12.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,IT,2019,35.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,LT,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,LU,2019,4.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,LV,2019,24.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,MT,2019,3.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,NL,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,PL,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,PT,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,RO,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,RS,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,SE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,SI,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,SK,2019,23.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y55-64,T,PC,TR,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,AT,2014,15.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,AT,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,BE,2014,0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,BG,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,BG,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,CY,2014,29.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,CY,2019,34.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,CZ,2014,29.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,CZ,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,DE,2014,17.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,DE,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,DK,2014,17.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,DK,2019,6.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EE,2014,66.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EE,2019,17.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EL,2014,25.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EL,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,ES,2014,22.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,ES,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EU27_2020,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EU27_2020,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,EU28,2014,22.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,FI,2014,4.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,FI,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,FR,2014,17.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,FR,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,HR,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,HR,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,HU,2014,26.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,HU,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IE,2019,20.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IS,2014,41.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IS,2019,29.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IT,2014,22.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,IT,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,LT,2014,18.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,LT,2019,29.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,ENO,SM_SEV,Y65-74,F,PC,LU,2014,,u
