STRUCTURE,STRUCTURE_ID,freq,unit,duration,sex,age,deg_urb,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,FI,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,FR,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,FR,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,HR,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,HR,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,HU,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,HU,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IE,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IS,2014,10.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IS,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IT,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,IT,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LT,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LT,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LU,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LU,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LV,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,LV,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,MT,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,MT,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,NL,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,NL,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,NO,2014,10.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,NO,2019,9.9,d
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,PL,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,PL,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,PT,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,PT,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,RO,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,RO,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SE,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SE,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SI,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SI,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SK,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,SK,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG1,UK,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,AT,2014,14.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,AT,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,BE,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,BE,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,BG,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,BG,2019,0.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,CY,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,CY,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,CZ,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,CZ,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,DE,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,DE,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,DK,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,DK,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EE,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EE,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EL,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EL,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,ES,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,ES,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EU27_2020,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EU27_2020,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,EU28,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,FI,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,FI,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,FR,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,FR,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,HR,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,HR,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,HU,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,HU,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IE,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IE,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IS,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IS,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IT,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,IT,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LT,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LT,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LU,2014,10.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LU,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LV,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,LV,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,MT,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,MT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,NL,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,NL,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,NO,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,NO,2019,12.6,d
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,PL,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,PL,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,PT,2014,8.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,PT,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,RO,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,RO,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SE,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SE,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SI,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SI,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SK,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,SK,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG2,UK,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,AT,2014,13.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,AT,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,BE,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,BE,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,BG,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,BG,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,CY,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,CY,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,CZ,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,CZ,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,DE,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,DE,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,DK,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,DK,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EE,2014,1.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EE,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EL,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EL,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,ES,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,ES,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EU27_2020,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EU27_2020,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,EU28,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,FI,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,FI,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,FR,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,FR,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,HR,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,HR,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,HU,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,HU,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IE,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IS,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IS,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IT,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,IT,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LT,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LT,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LU,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LU,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LV,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,LV,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,MT,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,MT,2019,15.6,u
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,NL,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,NL,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,NO,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,NO,2019,12.2,d
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,PL,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,PL,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,PT,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,PT,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,RO,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,RO,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SE,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SI,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SI,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SK,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,SK,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,DEG3,UK,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,AT,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,AT,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,BE,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,BE,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,BG,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,BG,2019,0.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,CY,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,CY,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,CZ,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,CZ,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,DE,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,DE,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,DK,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,DK,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EE,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EE,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EL,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EL,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,ES,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,ES,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EU27_2020,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EU27_2020,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,EU28,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,FI,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,FI,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,FR,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,FR,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,HR,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,HR,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,HU,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,HU,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IE,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IE,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IS,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IS,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IT,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,IT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,LT,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,LT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,LU,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,LU,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,Y1-5,M,Y15-64,TOTAL,LV,2014,2.2,
