STRUCTURE,STRUCTURE_ID,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,ME,2021,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2000,187.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2001,200.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2002,195.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2003,192.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2004,199.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2005,202.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2006,324,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2007,321.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2008,338.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2009,324.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2010,331.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2011,305.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2012,296.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2013,262.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2014,187.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2015,166.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2016,191.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2017,184.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2018,194.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2019,172.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2020,155.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,MK,2021,156.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,1999,2272.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2000,2627.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2001,2920.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2002,3029.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2003,3105.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2004,3118.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2005,3196.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2006,3143.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2007,3194.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2008,3348.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2009,3336.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2010,3195.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2011,3201.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2012,3544.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2013,3325.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2014,3487,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2015,3559.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2016,3615.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2017,3678.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2018,3731.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2019,3832.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2020,3972.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NL,2021,4027.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2002,189.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2003,203.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2004,202.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2005,214.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2006,229.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2007,246.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2008,249.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2009,251,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2010,256.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2011,260.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2012,234.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2013,256.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2014,251.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2015,265,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2016,277.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2017,412.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2018,423.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2019,438.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2020,480.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,NO,2021,509.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2008,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2009,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2010,199.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2011,257.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2012,318.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2013,256.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2014,255.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2015,327.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2016,319.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2017,299.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2018,264.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2019,1835,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2020,1790.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PL,2021,1803.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1985,171.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1986,185.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1987,188.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1988,237.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1989,256.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1990,307.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1991,328.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1992,342.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1993,374.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1994,400.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1995,428.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1996,470.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1997,473.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1998,480.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,1999,494.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2000,517.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2001,523.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2002,532.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2003,541.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2004,562.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2005,570.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2006,583.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2007,602.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2008,614.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2009,630.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2010,645.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2011,666.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2012,682.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2013,694.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2014,707.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2015,734.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2016,754.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2017,770.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2018,808.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2019,816.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2020,841.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,PT,2021,870.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2006,755.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2007,934,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2008,743,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2009,637.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2010,463,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2011,396.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2012,457.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2013,493.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2014,483.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2015,512.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2016,542.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2017,567.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2018,608.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2019,312,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2020,354.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RO,2021,394.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2003,1421,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2004,1387,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2005,1363,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2006,1372,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2007,1380,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2008,1391,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2009,1418,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2010,1429,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2011,1451,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2012,1467,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2013,1463,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2014,1406,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2015,1423,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2016,1165,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2017,1174,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2018,1243,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2020,1137,bd
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,RS,2021,1117,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,1995,973.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,1996,952.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,1997,907.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,1998,916.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,1999,948.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2000,951.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2001,955.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2002,976.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2003,968.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2004,1026.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2005,1047.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2006,1067.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2007,1083.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2008,1089.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2009,1108.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2010,1124.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2011,1160.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2012,1179.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2013,1214.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2014,1210.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2015,1182.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2016,1117.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2017,1049.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2018,1018.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2019,972.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SE,2020,914.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2005,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2006,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2007,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2008,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2009,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2010,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2011,23.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2012,26.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2013,29.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2014,31.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2015,31.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2016,35.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2017,39.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2018,44.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2019,44.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2020,48.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,SI,2021,51.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2006,5200.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2007,5739.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2008,5129.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2009,4543.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2010,4597.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2011,4324.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2012,4920.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2013,4269.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2014,4447.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2015,4518.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2016,4510.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2017,4660.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2018,3468,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2019,3434.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2020,3971.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,OTH,TR,2021,4131.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1985,580.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1986,586.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1987,597.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1988,615.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1989,630.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1990,644.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1991,665.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1992,681.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1993,697.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1994,739.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1995,778.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1996,815.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1997,855.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1998,895.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,1999,883.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2000,920.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2001,955.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2002,964.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2003,999.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2004,1023.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2005,1066.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2006,1095.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2007,1130.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2008,1135.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2009,1164.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2010,1183.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2011,1213.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2012,1234.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2013,1292,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2014,1340.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2015,1383.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2016,1335.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2017,1359.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2019,1464.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2020,1502.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2021,1577.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,AT,2022,1628.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2000,1082.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2001,1109.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2002,1124.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2003,1148.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2004,1161.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2005,1174.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2006,1197.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2007,1236.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2008,1269.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2009,1301.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2010,1332.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2011,1350.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2012,1378.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2013,1414.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2014,1429.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2015,1482.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2016,1532.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2017,1563.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2018,1586.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2019,1573.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2020,1592.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BE,2021,1631.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BG,2002,1470.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,PAED,BG,2003,1401.00,
