STRUCTURE,STRUCTURE_ID,freq,duration,deg_urb,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,EU27_2020,2014,60.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,EU27_2020,2019,58.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,EU28,2014,62.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,FI,2014,71.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,FI,2019,64.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,FR,2014,51.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,FR,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,HR,2014,62.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,HR,2019,68.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,HU,2014,57.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,HU,2019,53.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IE,2014,77.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IE,2019,66.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IS,2014,50.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IS,2019,42.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IT,2014,50.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,IT,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LT,2014,66.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LT,2019,67.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LU,2014,49.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LU,2019,50.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LV,2014,65.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,LV,2019,67.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,MT,2014,71.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,MT,2019,77.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,NL,2014,69.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,NL,2019,70.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,NO,2014,67.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,NO,2019,68.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,PL,2014,71.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,PL,2019,73.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,PT,2014,35.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,PT,2019,43.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,RO,2014,83.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,RO,2019,73.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,RS,2019,79.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SE,2014,44.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SE,2019,40.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SI,2014,80.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SI,2019,77.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SK,2014,50.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,SK,2019,44.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,TR,2014,74.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,TR,2019,65.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y35-44,PC,UK,2014,80.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,AT,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,AT,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,BE,2014,15.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,BE,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,BG,2014,39.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,BG,2019,33.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,CY,2014,26.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,CY,2019,20.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,CZ,2014,8.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,CZ,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,DE,2014,30.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,DE,2019,30.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,DK,2014,35.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,DK,2019,32.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EE,2014,34.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EE,2019,27.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EL,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EL,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,ES,2014,17.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,ES,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EU27_2020,2014,23.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EU27_2020,2019,24.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,EU28,2014,25.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,FI,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,FI,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,FR,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,FR,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,HR,2014,23.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,HR,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,HU,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,HU,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IE,2014,38.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IE,2019,43.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IS,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IS,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IT,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,IT,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LT,2014,37.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LT,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LU,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LU,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LV,2014,33.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,LV,2019,35.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,MT,2014,25.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,MT,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,NL,2014,34.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,NL,2019,38.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,NO,2014,37.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,NO,2019,38.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,PL,2014,35.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,PL,2019,40.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,PT,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,PT,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,RO,2014,76.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,RO,2019,71.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,RS,2019,52.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SE,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SE,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SI,2014,38.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SI,2019,35.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SK,2014,12.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,SK,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,TR,2014,53.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,TR,2019,44.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-54,PC,UK,2014,40.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,AT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,AT,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,BE,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,BE,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,BG,2014,35.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,BG,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,CY,2014,21.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,CY,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,CZ,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,CZ,2019,9.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,DE,2014,19.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,DE,2019,19.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,DK,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,DK,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EE,2014,23.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EE,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EL,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EL,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,ES,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,ES,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EU27_2020,2014,17.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EU27_2020,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,EU28,2014,18.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,FI,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,FI,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,FR,2014,7.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,FR,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,HR,2014,16.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,HR,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,HU,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,HU,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IE,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IE,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IS,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IS,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IT,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,IT,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LT,2014,28.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LT,2019,21.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LU,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LU,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LV,2014,26.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,LV,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,MT,2014,18.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,MT,2019,18.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,NL,2014,20.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,NL,2019,23.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,NO,2014,22.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,NO,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,PL,2014,22.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,PL,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,PT,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,PT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,RO,2014,77.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,RO,2019,71.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,RS,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SE,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SE,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SI,2014,24.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SI,2019,22.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SK,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,SK,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,TR,2014,54.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,TR,2019,41.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y45-64,PC,UK,2014,24.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,AT,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,AT,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,BE,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,BE,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,BG,2014,35.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,BG,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,CY,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,CY,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,CZ,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,CZ,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,DE,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,DE,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,DK,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,DK,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EE,2014,17.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EE,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EL,2014,13.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EL,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,ES,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,ES,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EU27_2020,2014,11.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EU27_2020,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,EU28,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,FI,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,FI,2019,1.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,FR,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,FR,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,HR,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,HR,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,HU,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,HU,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IE,2014,8.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IE,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IS,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IS,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IT,2014,7.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,IT,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LT,2014,20.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LT,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LU,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LU,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LV,2014,22.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,LV,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,MT,2014,16.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,MT,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,NL,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,NL,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,NO,2014,8.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,TOTAL,Y50-69,PC,NO,2019,8.1,
