STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,lev_diff,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,HU,2019,1.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,IE,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,IE,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,IS,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,IT,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,IT,2019,1.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LT,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LT,2019,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LU,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LU,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LV,2014,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,LV,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,MT,2014,12.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,MT,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,NL,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,NL,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,NO,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,NO,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,PL,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,PL,2019,0.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,PT,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,PT,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,RO,2014,0.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,RS,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SE,2014,0.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SE,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SI,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SI,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SK,2014,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,SK,2019,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,TR,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,NONE,UK,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,AT,2014,22.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,AT,2019,34.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,BE,2014,51.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,BE,2019,57.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,BG,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,BG,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,CY,2014,22.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,CY,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,CZ,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,CZ,2019,18.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,DE,2014,34.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,DE,2019,45.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,DK,2014,66.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,DK,2019,55.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EE,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EE,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EL,2014,18.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EL,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,ES,2014,29.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,ES,2019,29.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EU27_2020,2014,30.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EU27_2020,2019,29.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,EU28,2014,30.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,FI,2014,56.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,FI,2019,41.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,FR,2014,53.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,FR,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,HR,2014,17.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,HR,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,HU,2014,26.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,HU,2019,23.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,IE,2014,39.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,IE,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,IS,2014,50.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,IT,2014,29.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,IT,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LT,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LT,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LU,2014,19.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LU,2019,36.4,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LV,2014,14.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,LV,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,MT,2014,55.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,MT,2019,28.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,NL,2014,59.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,NL,2019,55.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,NO,2014,38.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,NO,2019,45.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,PL,2014,17.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,PL,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,PT,2014,13.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,PT,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,RO,2014,11.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,RO,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,RS,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SE,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SE,2019,29.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SI,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SI,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SK,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,SK,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,TR,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,TR,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE65,SEV,UK,2014,25.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,AT,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,AT,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,BE,2014,47.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,BE,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,BG,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,BG,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,CY,2014,28.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,CY,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,CZ,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,CZ,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,DE,2014,21.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,DE,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,DK,2014,47.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,DK,2019,42.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EE,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EE,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EL,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EL,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,ES,2014,32.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,ES,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EU27_2020,2014,27.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EU27_2020,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,EU28,2014,26.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,FI,2014,40.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,FI,2019,30.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,FR,2014,47.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,FR,2019,35.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,HR,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,HR,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,HU,2014,21.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,HU,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,IE,2014,31.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,IE,2019,32.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,IS,2014,49.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,IT,2014,26.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,IT,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LT,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LT,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LU,2014,18.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LU,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LV,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,LV,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,MT,2014,57.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,MT,2019,28.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,NL,2014,56.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,NL,2019,51.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,NO,2014,37.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,NO,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,PL,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,PL,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,PT,2014,13.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,PT,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,RO,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,RO,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,RS,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SE,2014,20.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SE,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SI,2014,19.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SI,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SK,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,SK,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,TR,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,TR,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,LTD,UK,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,AT,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,AT,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,BE,2014,26.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,BE,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,BG,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,BG,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,CY,2014,3.4,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,CY,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,CZ,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,CZ,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,DE,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,DE,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,DK,2014,27.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,DK,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EE,2014,0,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EE,2019,4.8,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EL,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EL,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,ES,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,ES,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EU27_2020,2014,10.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EU27_2020,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,EU28,2014,10.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,FI,2014,19.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,FI,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,FR,2014,24.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,FR,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,HR,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,HR,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,HU,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,HU,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,IE,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,IE,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,IS,2014,30.4,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,IT,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,IT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LT,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LT,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LU,2014,15.0,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LU,2019,13.3,u
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LV,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,LV,2019,1.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,MT,2014,47.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,MT,2019,20.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,NL,2014,27.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,NL,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,NO,2014,26.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,NO,2019,21.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,PL,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,PL,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,PT,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,PT,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,RO,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,RO,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,RS,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SE,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SE,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SI,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SI,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SK,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,SK,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,TR,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,TR,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,MOD,UK,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,NONE,AT,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,NONE,AT,2019,1.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,NONE,BE,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,NONE,BE,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_AM7TA(1.0),A,PC,F,Y_GE75,NONE,BG,2014,2.4,
