STRUCTURE,STRUCTURE_ID,freq,unit,age,severity,wstatus,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,HEAD_EYE,EU_V,1999,35,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,OTHER,EU_V,1999,506,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,SKIN_DIS,EU_V,1999,38,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,STRESS,EU_V,1999,228,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,TOTAL,EU_V,1999,7614,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP,UNK,EU_V,1999,6806,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,CARDIO_V,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,HEAD_EYE,EU_V,1999,782,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,INFECTIO,EU_V,1999,356,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,MUSC_SKE,EU_V,1999,10020,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,OTHER,EU_V,1999,1487,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,PULMONAR,EU_V,1999,1554,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,SKIN_DIS,EU_V,1999,1895,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,STRESS,EU_V,1999,4639,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,TOTAL,EU_V,1999,35313,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,EMP_W,UNK,EU_V,1999,14471,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,CARDIO_V,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,HEAD_EYE,EU_V,1999,748,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,INFECTIO,EU_V,1999,356,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,MUSC_SKE,EU_V,1999,8649,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,OTHER,EU_V,1999,980,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,PULMONAR,EU_V,1999,1554,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,SKIN_DIS,EU_V,1999,1413,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,STRESS,EU_V,1999,4411,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,TOTAL,EU_V,1999,23719,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,INAC,UNK,EU_V,1999,5499,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,MUSC_SKE,EU_V,1999,1371,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,SKIN_DIS,EU_V,1999,444,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,TOTAL,EU_V,1999,3981,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,NSP,UNE,UNK,EU_V,1999,2165,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,CARDIO_V,EU_V,1999,2125,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,HEAD_EYE,EU_V,1999,15585,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,HEARING,EU_V,1999,1623,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,INFECTIO,EU_V,1999,11550,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,MUSC_SKE,EU_V,1999,91853,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,OTHER,EU_V,1999,14521,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,PULMONAR,EU_V,1999,22499,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,SKIN_DIS,EU_V,1999,15828,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,STRESS,EU_V,1999,36738,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,TOTAL,EU_V,1999,247553,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP,UNK,EU_V,1999,35230,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,CARDIO_V,EU_V,1999,2234,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,HEAD_EYE,EU_V,1999,17530,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,HEARING,EU_V,1999,1758,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,INFECTIO,EU_V,1999,14258,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,MUSC_SKE,EU_V,1999,109277,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,OTHER,EU_V,1999,17817,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,PULMONAR,EU_V,1999,27879,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,SKIN_DIS,EU_V,1999,20198,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,STRESS,EU_V,1999,48430,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,TOTAL,EU_V,1999,304611,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,EMP_W,UNK,EU_V,1999,45231,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,CARDIO_V,EU_V,1999,109,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,HEAD_EYE,EU_V,1999,924,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,INFECTIO,EU_V,1999,356,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,MUSC_SKE,EU_V,1999,8649,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,OTHER,EU_V,1999,1139,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,PULMONAR,EU_V,1999,1554,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,SKIN_DIS,EU_V,1999,1413,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,STRESS,EU_V,1999,4411,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,TOTAL,EU_V,1999,24053,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,INAC,UNK,EU_V,1999,5499,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,HEAD_EYE,EU_V,1999,1020,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,HEARING,EU_V,1999,135,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,INFECTIO,EU_V,1999,2352,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,MUSC_SKE,EU_V,1999,8775,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,OTHER,EU_V,1999,2157,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,PULMONAR,EU_V,1999,3827,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,SKIN_DIS,EU_V,1999,2956,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,STRESS,EU_V,1999,7280,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,TOTAL,EU_V,1999,33005,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y15-24,TOTAL,UNE,UNK,EU_V,1999,4502,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,HEAD_EYE,EU_V,1999,7501,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,HEARING,EU_V,1999,511,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,INFECTIO,EU_V,1999,6091,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,MUSC_SKE,EU_V,1999,27642,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,OTHER,EU_V,1999,6211,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,PULMONAR,EU_V,1999,5415,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,SKIN_DIS,EU_V,1999,2252,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,STRESS,EU_V,1999,15770,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,TOTAL,EU_V,1999,73094,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP,UNK,EU_V,1999,1703,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,CARDIO_V,EU_V,1999,162,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,HEAD_EYE,EU_V,1999,7591,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,HEARING,EU_V,1999,511,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,INFECTIO,EU_V,1999,6091,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,MUSC_SKE,EU_V,1999,29208,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,OTHER,EU_V,1999,6211,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,PULMONAR,EU_V,1999,5786,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,SKIN_DIS,EU_V,1999,2252,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,STRESS,EU_V,1999,16226,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,TOTAL,EU_V,1999,75741,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,EMP_W,UNK,EU_V,1999,1703,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,CARDIO_V,EU_V,1999,162,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,HEAD_EYE,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,MUSC_SKE,EU_V,1999,1566,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,PULMONAR,EU_V,1999,371,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,STRESS,EU_V,1999,456,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,TOTAL,EU_V,1999,2646,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D1-3,UNE,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,CARDIO_V,EU_V,1999,808,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,HEAD_EYE,EU_V,1999,2132,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,HEARING,EU_V,1999,747,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,INFECTIO,EU_V,1999,5043,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,MUSC_SKE,EU_V,1999,45044,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,OTHER,EU_V,1999,4431,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,PULMONAR,EU_V,1999,5797,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,SKIN_DIS,EU_V,1999,1772,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,STRESS,EU_V,1999,19252,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,TOTAL,EU_V,1999,97022,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP,UNK,EU_V,1999,11998,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,CARDIO_V,EU_V,1999,808,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,HEAD_EYE,EU_V,1999,2132,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,HEARING,EU_V,1999,747,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,INFECTIO,EU_V,1999,5043,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,MUSC_SKE,EU_V,1999,47094,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,OTHER,EU_V,1999,4650,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,PULMONAR,EU_V,1999,6400,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,SKIN_DIS,EU_V,1999,1989,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,STRESS,EU_V,1999,20221,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,TOTAL,EU_V,1999,101675,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,EMP_W,UNK,EU_V,1999,12592,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,MUSC_SKE,EU_V,1999,2050,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,OTHER,EU_V,1999,219,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,PULMONAR,EU_V,1999,604,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,SKIN_DIS,EU_V,1999,217,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,STRESS,EU_V,1999,969,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,TOTAL,EU_V,1999,4653,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D14-29,UNE,UNK,EU_V,1999,594,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,CARDIO_V,EU_V,1999,392,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,HEAD_EYE,EU_V,1999,3702,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,HEARING,EU_V,1999,770,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,INFECTIO,EU_V,1999,4613,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,MUSC_SKE,EU_V,1999,40378,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,OTHER,EU_V,1999,3977,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,PULMONAR,EU_V,1999,8723,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,SKIN_DIS,EU_V,1999,1957,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,STRESS,EU_V,1999,6861,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,TOTAL,EU_V,1999,83865,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP,UNK,EU_V,1999,12493,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,CARDIO_V,EU_V,1999,392,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,HEAD_EYE,EU_V,1999,3702,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,HEARING,EU_V,1999,770,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,INFECTIO,EU_V,1999,4613,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,MUSC_SKE,EU_V,1999,41631,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,OTHER,EU_V,1999,3977,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,PULMONAR,EU_V,1999,8723,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,SKIN_DIS,EU_V,1999,1957,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,STRESS,EU_V,1999,7441,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,TOTAL,EU_V,1999,86257,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,EMP_W,UNK,EU_V,1999,13052,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,Y25-34,D4-6,INAC,TOTAL,EU_V,1999,0,
